original_image,crop_filename,split,class_id,class_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,source
images/Trip 017 Day 1 19-10-05 Image 14 add_2.png,Trip 017 Day 1 19-10-05 Image 14 add_2_crop_002.png,val,1,schizont,591,553,688,659,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_2.png,Trip 017 Day 1 19-10-05 Image 14 add_2_crop_003.png,val,0,ring,312,482,331,501,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_3.png,Trip 017 Day 1 19-10-05 Image 14 add_3_crop_000.png,test,2,trophozoite,905,665,970,744,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_4.png,Trip 017 Day 1 19-10-05 Image 14 add_4_crop_000.png,val,0,ring,551,898,629,955,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_4.png,Trip 017 Day 1 19-10-05 Image 14 add_4_crop_001.png,val,1,schizont,306,770,426,882,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_5.png,Trip 017 Day 1 19-10-05 Image 14 add_5_crop_000.png,train,1,schizont,722,579,817,652,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_5.png,Trip 017 Day 1 19-10-05 Image 14 add_5_crop_001.png,train,1,schizont,1236,633,1315,742,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_6.png,Trip 017 Day 1 19-10-05 Image 14 add_6_crop_000.png,train,1,schizont,55,49,143,149,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_6.png,Trip 017 Day 1 19-10-05 Image 14 add_6_crop_001.png,train,1,schizont,552,828,635,917,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_6.png,Trip 017 Day 1 19-10-05 Image 14 add_6_crop_002.png,train,1,schizont,1182,141,1269,240,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_6.png,Trip 017 Day 1 19-10-05 Image 14 add_6_crop_003.png,train,0,ring,353,1013,381,1030,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_7.png,Trip 017 Day 1 19-10-05 Image 14 add_7_crop_000.png,train,0,ring,1174,981,1230,1030,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_7.png,Trip 017 Day 1 19-10-05 Image 14 add_7_crop_001.png,train,0,ring,1006,761,1058,815,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_8.png,Trip 017 Day 1 19-10-05 Image 14 add_8_crop_000.png,train,1,schizont,1285,70,1368,183,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_8.png,Trip 017 Day 1 19-10-05 Image 14 add_8_crop_001.png,train,1,schizont,1260,744,1357,830,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_8.png,Trip 017 Day 1 19-10-05 Image 14 add_8_crop_002.png,train,0,ring,144,357,184,416,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_9.png,Trip 017 Day 1 19-10-05 Image 14 add_9_crop_000.png,train,1,schizont,943,0,1062,103,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_9.png,Trip 017 Day 1 19-10-05 Image 14 add_9_crop_001.png,train,0,ring,106,463,144,500,ground_truth
images/Trip 017 Day 1 19-10-05 Image 14 add_9.png,Trip 017 Day 1 19-10-05 Image 14 add_9_crop_002.png,train,2,trophozoite,1259,199,1302,256,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_1.png,Trip 017 Day 1 19-10-05 Image 15 add_1_crop_000.png,train,1,schizont,1132,188,1212,258,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_1.png,Trip 017 Day 1 19-10-05 Image 15 add_1_crop_001.png,train,1,schizont,319,271,410,353,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_1.png,Trip 017 Day 1 19-10-05 Image 15 add_1_crop_002.png,train,0,ring,42,857,95,900,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_1.png,Trip 017 Day 1 19-10-05 Image 15 add_1_crop_003.png,train,1,schizont,609,36,684,137,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_1.png,Trip 017 Day 1 19-10-05 Image 15 add_1_crop_004.png,train,0,ring,213,608,241,634,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_1.png,Trip 017 Day 1 19-10-05 Image 15 add_1_crop_005.png,train,1,schizont,432,675,485,734,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_10.png,Trip 017 Day 1 19-10-05 Image 15 add_10_crop_000.png,train,2,trophozoite,794,387,882,472,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_10.png,Trip 017 Day 1 19-10-05 Image 15 add_10_crop_001.png,train,0,ring,1189,473,1236,510,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_11.png,Trip 017 Day 1 19-10-05 Image 15 add_11_crop_000.png,train,1,schizont,380,0,461,114,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_12.png,Trip 017 Day 1 19-10-05 Image 15 add_12_crop_000.png,val,1,schizont,914,948,1005,1027,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_12.png,Trip 017 Day 1 19-10-05 Image 15 add_12_crop_001.png,val,0,ring,968,61,1034,114,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_12.png,Trip 017 Day 1 19-10-05 Image 15 add_12_crop_002.png,val,1,schizont,258,713,340,819,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_12.png,Trip 017 Day 1 19-10-05 Image 15 add_12_crop_003.png,val,0,ring,719,331,786,391,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_13.png,Trip 017 Day 1 19-10-05 Image 15 add_13_crop_000.png,train,1,schizont,1335,933,1382,1016,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_13.png,Trip 017 Day 1 19-10-05 Image 15 add_13_crop_001.png,train,0,ring,837,705,925,766,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_13.png,Trip 017 Day 1 19-10-05 Image 15 add_13_crop_002.png,train,1,schizont,1195,378,1279,486,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_13.png,Trip 017 Day 1 19-10-05 Image 15 add_13_crop_003.png,train,1,schizont,1095,21,1201,120,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_13.png,Trip 017 Day 1 19-10-05 Image 15 add_13_crop_004.png,train,0,ring,1331,438,1359,465,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_000.png,test,1,schizont,459,99,589,225,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_001.png,test,1,schizont,511,607,597,699,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_002.png,test,1,schizont,877,290,954,375,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_003.png,test,2,trophozoite,786,734,874,807,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_004.png,test,0,ring,87,18,109,45,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_005.png,test,1,schizont,755,36,843,146,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_14.png,Trip 017 Day 1 19-10-05 Image 15 add_14_crop_006.png,test,1,schizont,0,921,36,999,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_15.png,Trip 017 Day 1 19-10-05 Image 15 add_15_crop_000.png,test,0,ring,1173,321,1219,365,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_15.png,Trip 017 Day 1 19-10-05 Image 15 add_15_crop_001.png,test,0,ring,569,1002,619,1030,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_16.png,Trip 017 Day 1 19-10-05 Image 15 add_16_crop_000.png,train,1,schizont,224,766,333,849,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_16.png,Trip 017 Day 1 19-10-05 Image 15 add_16_crop_001.png,train,1,schizont,780,745,857,841,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_16.png,Trip 017 Day 1 19-10-05 Image 15 add_16_crop_002.png,train,1,schizont,844,731,954,822,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_2.png,Trip 017 Day 1 19-10-05 Image 15 add_2_crop_000.png,train,1,schizont,537,954,608,1030,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_2.png,Trip 017 Day 1 19-10-05 Image 15 add_2_crop_001.png,train,1,schizont,942,417,1020,497,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_2.png,Trip 017 Day 1 19-10-05 Image 15 add_2_crop_002.png,train,1,schizont,467,418,552,497,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_2.png,Trip 017 Day 1 19-10-05 Image 15 add_2_crop_003.png,train,1,schizont,250,87,320,187,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_3.png,Trip 017 Day 1 19-10-05 Image 15 add_3_crop_000.png,train,1,schizont,949,412,1040,531,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_4.png,Trip 017 Day 1 19-10-05 Image 15 add_4_crop_000.png,val,2,trophozoite,981,60,1055,134,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_4.png,Trip 017 Day 1 19-10-05 Image 15 add_4_crop_001.png,val,1,schizont,1151,774,1240,866,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_5.png,Trip 017 Day 1 19-10-05 Image 15 add_5_crop_000.png,train,1,schizont,335,0,425,89,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_5.png,Trip 017 Day 1 19-10-05 Image 15 add_5_crop_001.png,train,0,ring,598,221,615,240,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_5.png,Trip 017 Day 1 19-10-05 Image 15 add_5_crop_002.png,train,0,ring,0,844,52,872,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_5.png,Trip 017 Day 1 19-10-05 Image 15 add_5_crop_003.png,train,0,ring,856,382,887,423,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_6.png,Trip 017 Day 1 19-10-05 Image 15 add_6_crop_000.png,test,1,schizont,0,316,85,399,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_6.png,Trip 017 Day 1 19-10-05 Image 15 add_6_crop_001.png,test,1,schizont,561,0,609,27,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_8.png,Trip 017 Day 1 19-10-05 Image 15 add_8_crop_000.png,train,1,schizont,298,730,397,828,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_8.png,Trip 017 Day 1 19-10-05 Image 15 add_8_crop_001.png,train,1,schizont,497,826,594,931,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_8.png,Trip 017 Day 1 19-10-05 Image 15 add_8_crop_002.png,train,1,schizont,296,933,367,1011,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_8.png,Trip 017 Day 1 19-10-05 Image 15 add_8_crop_003.png,train,1,schizont,971,901,1093,995,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_8.png,Trip 017 Day 1 19-10-05 Image 15 add_8_crop_004.png,train,0,ring,266,440,295,468,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_9.png,Trip 017 Day 1 19-10-05 Image 15 add_9_crop_000.png,train,1,schizont,1231,46,1325,122,ground_truth
images/Trip 017 Day 1 19-10-05 Image 15 add_9.png,Trip 017 Day 1 19-10-05 Image 15 add_9_crop_001.png,train,0,ring,16,8,41,34,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_1.png,Trip 017 Day 1 19-10-05 Image 16 add_1_crop_000.png,test,1,schizont,1087,782,1197,879,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_1.png,Trip 017 Day 1 19-10-05 Image 16 add_1_crop_001.png,test,1,schizont,1241,290,1356,393,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_1.png,Trip 017 Day 1 19-10-05 Image 16 add_1_crop_002.png,test,1,schizont,533,48,645,159,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_1.png,Trip 017 Day 1 19-10-05 Image 16 add_1_crop_003.png,test,1,schizont,197,824,311,940,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_10.png,Trip 017 Day 1 19-10-05 Image 16 add_10_crop_000.png,train,1,schizont,685,326,776,426,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_10.png,Trip 017 Day 1 19-10-05 Image 16 add_10_crop_001.png,train,0,ring,627,71,654,95,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_13.png,Trip 017 Day 1 19-10-05 Image 16 add_13_crop_000.png,train,0,ring,800,722,827,749,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_14.png,Trip 017 Day 1 19-10-05 Image 16 add_14_crop_000.png,test,0,ring,1079,975,1105,1018,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_14.png,Trip 017 Day 1 19-10-05 Image 16 add_14_crop_001.png,test,0,ring,6,512,30,537,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_15.png,Trip 017 Day 1 19-10-05 Image 16 add_15_crop_000.png,test,1,schizont,1186,223,1292,325,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_15.png,Trip 017 Day 1 19-10-05 Image 16 add_15_crop_001.png,test,0,ring,191,84,251,167,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_15.png,Trip 017 Day 1 19-10-05 Image 16 add_15_crop_002.png,test,0,ring,915,262,943,291,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_2.png,Trip 017 Day 1 19-10-05 Image 16 add_2_crop_000.png,train,1,schizont,1087,590,1175,698,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_2.png,Trip 017 Day 1 19-10-05 Image 16 add_2_crop_001.png,train,0,ring,314,268,347,287,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_3.png,Trip 017 Day 1 19-10-05 Image 16 add_3_crop_000.png,train,1,schizont,571,499,662,587,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_3.png,Trip 017 Day 1 19-10-05 Image 16 add_3_crop_001.png,train,0,ring,1254,910,1282,945,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_5.png,Trip 017 Day 1 19-10-05 Image 16 add_5_crop_000.png,train,1,schizont,756,799,854,907,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_7.png,Trip 017 Day 1 19-10-05 Image 16 add_7_crop_000.png,test,1,schizont,269,587,360,680,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_7.png,Trip 017 Day 1 19-10-05 Image 16 add_7_crop_001.png,test,0,ring,354,684,378,709,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_8.png,Trip 017 Day 1 19-10-05 Image 16 add_8_crop_000.png,train,1,schizont,632,191,730,309,ground_truth
images/Trip 017 Day 1 19-10-05 Image 16 add_8.png,Trip 017 Day 1 19-10-05 Image 16 add_8_crop_001.png,train,0,ring,1118,333,1144,359,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_1.png,Trip 017 Day 1 19-10-05 Image 17 add_1_crop_000.png,test,1,schizont,25,548,152,680,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_1.png,Trip 017 Day 1 19-10-05 Image 17 add_1_crop_001.png,test,1,schizont,1100,99,1217,191,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_1.png,Trip 017 Day 1 19-10-05 Image 17 add_1_crop_002.png,test,1,schizont,144,658,227,787,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_1.png,Trip 017 Day 1 19-10-05 Image 17 add_1_crop_003.png,test,1,schizont,1073,217,1177,313,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_10.png,Trip 017 Day 1 19-10-05 Image 17 add_10_crop_000.png,train,0,ring,1295,274,1354,320,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_11.png,Trip 017 Day 1 19-10-05 Image 17 add_11_crop_000.png,val,0,ring,968,943,995,967,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_13.png,Trip 017 Day 1 19-10-05 Image 17 add_13_crop_000.png,train,1,schizont,1207,904,1289,997,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_14.png,Trip 017 Day 1 19-10-05 Image 17 add_14_crop_000.png,train,1,schizont,1184,375,1266,505,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_14.png,Trip 017 Day 1 19-10-05 Image 17 add_14_crop_001.png,train,2,trophozoite,0,502,81,579,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_14.png,Trip 017 Day 1 19-10-05 Image 17 add_14_crop_002.png,train,1,schizont,646,585,708,656,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_14.png,Trip 017 Day 1 19-10-05 Image 17 add_14_crop_003.png,train,1,schizont,776,688,863,801,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_14.png,Trip 017 Day 1 19-10-05 Image 17 add_14_crop_004.png,train,0,ring,620,926,646,952,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_15.png,Trip 017 Day 1 19-10-05 Image 17 add_15_crop_000.png,train,1,schizont,1130,475,1247,570,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_16.png,Trip 017 Day 1 19-10-05 Image 17 add_16_crop_000.png,test,1,schizont,934,0,1053,66,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_2.png,Trip 017 Day 1 19-10-05 Image 17 add_2_crop_000.png,test,1,schizont,186,90,298,179,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_2.png,Trip 017 Day 1 19-10-05 Image 17 add_2_crop_001.png,test,1,schizont,186,90,298,179,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_3.png,Trip 017 Day 1 19-10-05 Image 17 add_3_crop_000.png,train,1,schizont,48,445,157,559,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_3.png,Trip 017 Day 1 19-10-05 Image 17 add_3_crop_001.png,train,1,schizont,48,445,157,559,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_3.png,Trip 017 Day 1 19-10-05 Image 17 add_3_crop_002.png,train,0,ring,205,71,241,111,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_4.png,Trip 017 Day 1 19-10-05 Image 17 add_4_crop_000.png,test,0,ring,571,335,630,385,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_6.png,Trip 017 Day 1 19-10-05 Image 17 add_6_crop_000.png,train,0,ring,725,201,781,244,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_7.png,Trip 017 Day 1 19-10-05 Image 17 add_7_crop_000.png,train,1,schizont,1123,292,1239,389,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_7.png,Trip 017 Day 1 19-10-05 Image 17 add_7_crop_001.png,train,0,ring,1001,184,1027,211,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_7.png,Trip 017 Day 1 19-10-05 Image 17 add_7_crop_002.png,train,1,schizont,1356,819,1382,903,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_8.png,Trip 017 Day 1 19-10-05 Image 17 add_8_crop_000.png,train,1,schizont,1021,837,1150,938,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_8.png,Trip 017 Day 1 19-10-05 Image 17 add_8_crop_001.png,train,1,schizont,615,295,706,389,ground_truth
images/Trip 017 Day 1 19-10-05 Image 17 add_8.png,Trip 017 Day 1 19-10-05 Image 17 add_8_crop_002.png,train,1,schizont,0,801,74,912,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_000.png,train,1,schizont,868,840,953,927,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_001.png,train,1,schizont,833,305,913,383,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_002.png,train,1,schizont,679,592,773,684,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_003.png,train,1,schizont,171,196,253,309,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_004.png,train,1,schizont,15,498,135,593,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_005.png,train,2,trophozoite,325,81,397,140,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_006.png,train,0,ring,459,15,479,44,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_1.png,Trip 022 Day 1 08-11-05 Image 10 add_1_crop_007.png,train,0,ring,258,794,286,844,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_10.png,Trip 022 Day 1 08-11-05 Image 10 add_10_crop_000.png,val,1,schizont,89,414,208,509,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_10.png,Trip 022 Day 1 08-11-05 Image 10 add_10_crop_001.png,val,0,ring,988,858,1030,904,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_10.png,Trip 022 Day 1 08-11-05 Image 10 add_10_crop_002.png,val,0,ring,640,821,673,849,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_000.png,train,1,schizont,519,276,578,391,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_001.png,train,1,schizont,850,904,933,990,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_002.png,train,1,schizont,1102,481,1202,555,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_003.png,train,1,schizont,633,565,712,627,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_004.png,train,0,ring,258,229,305,269,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_005.png,train,0,ring,959,481,996,509,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_006.png,train,1,schizont,489,526,615,656,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_11.png,Trip 022 Day 1 08-11-05 Image 10 add_11_crop_007.png,train,0,ring,756,770,788,793,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_12.png,Trip 022 Day 1 08-11-05 Image 10 add_12_crop_000.png,train,0,ring,375,504,409,548,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_12.png,Trip 022 Day 1 08-11-05 Image 10 add_12_crop_001.png,train,0,ring,296,196,338,233,ground_truth
images/Trip 022 Day 1 08-11-05 Image 10 add_13.png,Trip 022 Day 1 08-11-05 Image 10 add_13_crop_000.png,train,0,ring,1159,227,1188,255,ground_truth
